Cy	ADVgen	ci
a	PRE	a
veoir	VERinf	vëoir
.	PONfrt	.

Sachiés	VERcjg	savoir
que	CONsub	que
icelle	DETdem	cil
saincte	ADJqua	saint
croix	NOMcom	croix
en	PRE	en
laquelle	PROrel	lequel
le	DETdef	le
bon	ADJqua	bon
Larron	NOMcom	larron
fut	VERcjg	être
pendus	VERppe	pendre
,	PONfbl	,
madame	NOMcom	madame
saincte	ADJqua	saint
Helene	NOMpro	Hellenne
,	PONfbl	,
mere	NOMcom	mere
de	PRE	de
Constantin	NOMpro	Constantin
,	PONfbl	,
apporta	VERcjg	apporter
et	CONcoo	et
mist	VERcjg	mettre
en	PRE	en
la	DETdef	le
plus	ADVgen	plus
haulte	ADJqua	haut
montaigne	NOMcom	montagne
de	PRE	de
tout	DETind	tout
le	DETdef	le
royaume	NOMcom	royaume
de	PRE	de
Chippre	NOMpro	Chippre
,	PONfbl	,
laquelle	DETrel	lequel
montaigne	NOMcom	montagne
pour	PRE	pour
verité	NOMcom	verité
est	VERcjg	estre
moult	ADVgen	moult
haulte	ADJqua	haut
et	CONcoo	et
penable	ADJqua	penable
a	PRE	a
monter	VERinf	monter
.	PONfrt	.

Au	PRE.DETdef	a
plus	ADVgen	plus
haut	ADJqua	haut
d'	PRE	de
icelledicte	DETdem	cillecte
montaigne	NOMcom	montagne
a	VERcjg	avoir
une	DETndf	un
belle	ADJqua	beau
eglise	NOMcom	église
et	CONcoo	et
belles	ADJqua	beau
demorances	NOMcom	demorance
entour	ADVgen	entour
.	PONfrt	.

En	PRE	en
celle	DETdem	cil
eglise	NOMcom	église
a	PRE	a
deux	DETcar	deux
aultelz	NOMcom	autel
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
assavoir	VERinf	assavoir
le	DETdef	le
grant	ADJqua	grant
autel	NOMcom	autel
de	PRE	de
l'	DETdef	le
eglise	NOMcom	église
et	CONcoo	et
ung	DETndf	un
autre	ADJind	autre
autel	NOMcom	autel
en	PRE	en
une	DETndf	un
chappelle	NOMcom	chapelle
qui	PROrel	que
est	VERcjg	estre
darrier	PRE	darrier
le	DETdef	le
grant	ADJqua	grant
autel	NOMcom	autel
.	PONfrt	.

Illec	ADVgen	illuec
ou	PRE.DETdef	en.le
cuer	NOMcom	cuer
d'	PRE	de
icelle	DETdem	cil
eglise	NOMcom	église
nous	PROper	nous
fut	VERcjg	être
monstrez	VERppe	montrer
ung	PROind	un
des	PRE.DETdef	de.le
clos	NOMcom	clo
dont	PROrel	dont
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
Jhesu	NOMpro	Jésus
Crist	NOMpro	Christ
fut	VERcjg	être
cloffichez	VERppe	clofficher
en	PRE	en
la	DETdef	le
vraye	ADJqua	vrai
Croix	NOMcom	croix
.	PONfrt	.

Darrier	PRE	darrier
ladicte	DETcom	ladit
chappelle	NOMcom	chapelle
a	VERcjg	avoir
une	DETndf	un
aultre	ADJind	autre
petite	ADJqua	petit
chappelle	NOMcom	chapelle
,	PONfbl	,
en	PRE	en
laquelle	PROrel	lequel
est	VERcjg	estre
ladicte	DETcom	ladit
saincte	ADJqua	saint
croix	NOMcom	croix
du	PRE.DETdef	de.le
bon	ADJqua	bon
Larron	NOMcom	larron
.	PONfrt	.

Et	CONcoo	et
sachiés	VERcjg	savoir
que	CONsub	que
c'	PROdem	ce
est	VERcjg	estre
grant	ADJqua	grant
merveille	NOMcom	merveille
que	CONsub	que
de	PRE	de
veoir	VERinf	vëoir
icelle	DETdem	cil
saincte	ADJqua	saint
croix	NOMcom	croix
,	PONfbl	,
car	CONcoo	car
elle	PROper	elle
est	VERcjg	estre
grande	ADJqua	grand
et	CONcoo	et
grosse	ADJqua	gros
et	CONcoo	et
si	ADVgen	si
se	PROper	soi
soustient	VERcjg	soutenir
en	PRE	en
l'	DETdef	le
air	NOMcom	air
,	PONfbl	,
sans	PRE	sans
ce	PROdem	ce
que	CONsub	que
l'en	PROind	loin
puisse	VERcjg	pöoir
apparcevoir	VERinf	appercevoir
que	CONsub	que
aucune	DETind	aucun
chose	NOMcom	chose
la	PROper	il
soustienne	VERcjg	soutenir
,	PONfbl	,
et	CONcoo	et
quant	CONsub	cant
l'en	PROind	loin
y	PROadv	y
touche	VERcjg	toucher
elle	PROper	elle
bransle	NOMcom	bransle
fort	ADJqua	fort
.	PONfrt	.

C'	PROdem	ce
est	VERcjg	estre
merveilleuse	ADJqua	merveillos
chose	NOMcom	chose
et	CONcoo	et
belle	ADJqua	beau
a	PRE	a
veoir	VERinf	vëoir
.	PONfrt	.

Et	CONcoo	et
si	ADVgen	si
fait	VERcjg	faire
moult	ADVgen	moult
de	PRE	de
beaux	ADJqua	beau
miracles	NOMcom	miracle
dont	PROrel	dont
il	PROimp	il
nous	PROper	nous
fut	VERcjg	être
dit	VERppe	dire
,	PONfbl	,
en	PRE	en
la	DETdef	le
cité	NOMcom	cité
de	PRE	de
Nicossie	NOMpro	Nicossie
,	PONfbl	,
d'	PRE	de
un	DETndf	un
chevalier	NOMcom	chevalier
françois	ADJqua	françois
demorant	VERppa	demorer
a	PRE	a
la	DETdef	le
court	NOMcom	cour
du	PRE.DETdef	de.le
roy	NOMcom	roi
de	PRE	de
Chippre	NOMpro	Chippre
,	PONfbl	,
qui	PROrel	que
estoit	VERcjg	estre
appelez	VERppe	appeler
messire	NOMcom	seignor
Durant	VERppa	dourir
,	PONfbl	,
que	CONsub	que
lui	PROper	il
mesmes	ADJind	même
l'	DETdef	le
an	NOMcom	an
mil	ADJcar	mille
.IIJcIIIJxx	PROcar	catre|vingts
.	PONfrt	.

et	CONcoo	et
XIIJ	PROcar	treize
.	PONfrt	.

se	PROper	soi
partit	VERcjg	partir
et	CONcoo	et
print	VERcjg	prendre
congié	NOMcom	congié
du	PRE.DETdef	de.le
roy	NOMcom	roi
de	PRE	de
Chippre	NOMpro	Chippre
pour	PRE	pour
venir	VERinf	venir
en	PRE	en
France	NOMpro	France
devers	PRE	devers
ses	DETpos	son
amis	NOMcom	ami
,	PONfbl	,
et	CONcoo	et
s'	PROper	soi
en	PROadv	en
ala	VERcjg	aller
icellui	DETdem	cil
chevalier	NOMcom	chevalier
en	PRE	en
pelerinage	NOMcom	pèlerinage
a	PRE	a
icelle	DETdem	cil
saincte	ADJqua	saint
croix	NOMcom	croix
de	PRE	de
Chippre	NOMpro	Chippre
.	PONfrt	.

Sy	ADVgen	si
pourpensa	VERcjg	pourpenser
,	PONfbl	,
en	PRE	en
faisant	VERppa	faire
sa	DETpos	son
devocion	NOMcom	devocïon
,	PONfbl	,
de	PRE	de
tailler	VERinf	tailler
une	DETndf	un
piece	NOMcom	piece
d'	PRE	de
icelle	DETdem	cil
croix	NOMcom	croix
,	PONfbl	,
et	CONcoo	et
icelle	DETdem	cil
piece	NOMcom	piece
mist	VERcjg	mettre
en	PRE	en
sa	DETpos	son
bource	NOMcom	bourse
secrettement	ADVgen	secrettement
que	CONsub	que
nul	PROind	nul
ne	ADVneg	ne
s'	PROper	soi
en	PROadv	en
print	VERcjg	prendre
garde	NOMcom	garde
,	PONfbl	,
et	CONcoo	et
entra	VERcjg	entrer
en	PRE	en
une	DETndf	un
nafve	NOMcom	navre
.	PONfrt	.

Dont	PROrel	dont
il	PROimp	il
advint	VERcjg	advenir
que	CONsub	que
quant	CONsub	cant
icelle	PROdem	cil
nafve	VERcjg	navrer
partit	VERcjg	partir
par	PRE	par
bon	ADJqua	bon
temps	NOMcom	temps
et	CONcoo	et
bel	ADJqua	bel
,	PONfbl	,
une	DETndf	un
si	ADVgen	si
grande	ADJqua	grand
fortune	NOMcom	fortune
se	PROper	soi
leva	VERcjg	lever
en	PRE	en
mer	NOMcom	mer
soudainement	ADVgen	soudainement
qu'	CONsub	que
il	PROimp	il
convint	VERcjg	convenir
retourner	VERinf	retourner
icelle	DETdem	cil
nafve	NOMcom	navre
au	PRE.DETdef	a
port	NOMcom	port
dont	PROrel	dont
elle	PROper	elle
estoit	VERcjg	estre
partie	VERppe	partir
;	PONfbl	;
et	CONcoo	et
par	PRE	par
ainsi	ADVgen	ainsi
advint	VERcjg	advenir
a	PRE	a
icelle	DETdem	cil
nafve	NOMcom	navre
par	PRE	par
trois	DETcar	trois
ou	CONcoo	o
par	PRE	par
quatre	DETcar	quatre
fois	NOMcom	fois
,	PONfbl	,
et	CONcoo	et
ne	ADVneg	ne
savoit	VERcjg	savoir
icelle	DETdem	cil
nafve	NOMcom	navre
partir	VERinf	partir
du	PRE.DETdef	de.le
port	NOMcom	port
par	PRE	par
si	ADVgen	si
bon	ADJqua	bon
temps	NOMcom	temps
ne	CONcoo	ne
par	PRE	par
si	ADVgen	si
bon	ADJqua	bon
vent	NOMcom	vent
que	CONsub	que
tantost	ADVgen	tantôt
ne	ADVneg	ne
se	PROper	soi
levast	VERcjg	lever
une	DETndf	un
fortune	NOMcom	fortune
en	PRE	en
mer	NOMcom	mer
pour	PRE	pour
laquelle	PROrel	lequel
il	PROimp	il
la	PROper	il
failloit	VERcjg	falir
retourner	VERinf	retourner
au	PRE.DETdef	a
port	NOMcom	port
.	PONfrt	.

Pour	PRE	pour
laquelle	DETrel	lequel
chose	NOMcom	chose
ung	DETndf	un
chascun	PROind	chascun
estoit	VERcjg	estre
esmerveillez	VERppe	esmerveiller
et	CONcoo	et
esbay	VERppe	ébaire
que	PROrel	que
ce	PROdem	ce
povoit	VERcjg	pouvoir
estre	VERinf	estre
,	PONfbl	,
et	CONcoo	et
mesmement	ADVgen	mêmement
iceluy	DETdem	cil
chevalier	NOMcom	chevalier
en	PROadv	en
estoit	VERcjg	estre
tresesbay	VERppe	trébaisser
.	PONfrt	.

Si	ADVgen	si
se	PROper	soi
advisa	VERcjg	aviser
de	PRE	de
la	DETdef	le
piece	NOMcom	piece
de	PRE	de
ladicte	DETcom	ladit
saincte	ADJqua	saint
croix	NOMcom	croix
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
emblée	VERppe	embler
et	CONcoo	et
adont	ADVgen	adonc
se	PROper	soi
fist	VERcjg	faire
mettre	VERinf	mettre
en	PRE	en
la	DETdef	le
barque	NOMcom	barque
de	PRE	de
la	DETdef	le
nafve	NOMcom	navre
et	CONcoo	et
voguer	VERinf	voguer
a	PRE	a
terre	NOMcom	terre
,	PONfbl	,
et	CONcoo	et
retourna	VERcjg	retourner
en	PRE	en
l'	DETdef	le
eglise	NOMcom	église
de	PRE	de
Saincte	ADJqua	saint
Croix	NOMpro	Croix
en	PRE	en
la	DETdef	le
montaigne	NOMcom	montagne
dessus	ADVgen	dessus
dicte	VERppe	dire
,	PONfbl	,
et	CONcoo	et
illec	ADVgen	illuec
laissa	VERcjg	laisser
sa	DETpos	son
bource	NOMcom	bourse
de	PRE	de
soye	NOMcom	soie
et	CONcoo	et
la	DETdef	le
piece	NOMcom	piece
de	PRE	de
ladite	DETcom	ledit
saincte	ADJqua	saint
croix	NOMcom	croix
,	PONfbl	,
et	CONcoo	et
s'	PROper	soi
en	PROadv	en
retourna	VERcjg	retourner
a	PRE	a
ladicte	DETcom	ladit
nafve	NOMcom	navre
au	PRE.DETdef	a
plus	ADVgen	plus
tost	ADVgen	tost
qu'	PROrel	que
il	PROper	il
pot	VERcjg	pöoir
,	PONfbl	,
et	CONcoo	et
entra	VERcjg	entrer
dedans	ADVgen	dedans
:	PONfbl	:
et	CONcoo	et
de	PRE	de
la	ADVgen	là
en	PRE	en
avant	ADVgen	avant
se	PROper	soi
party	VERcjg	partir
la	DETdef	le
nafve	NOMcom	navre
d'	PRE	de
icellui	DETdem	cil
lieu	NOMcom	lieu
et	CONcoo	et
port	VERcjg	porter
sans	PRE	sans
fortune	NOMcom	fortune
ne	CONcoo	ne
sans	PRE	sans
encombrier	NOMcom	encombrier
,	PONfbl	,
et	CONcoo	et
vint	VERcjg	venir
en	PRE	en
France	NOMpro	France
.	PONfrt	.

Et	CONcoo	et
depuis	ADVgen	depuis
s'	PROper	soi
en	PROadv	en
est	VERcjg	estre
retournez	VERppe	retourner
en	PRE	en
Chippre	NOMpro	Chippre
,	PONfbl	,
et	CONcoo	et
y	PROadv	y
estoit	VERcjg	estre
encor	ADVgen	encore
au	PRE.DETdef	a
jour	NOMcom	jour
d'	PRE	de
uy	ADVgen	ui
demorant	VERppa	demorer
.	PONfrt	.

De	PRE	de
ladicte	DETcom	ladit
offense	NOMcom	offinse
il	PROper	il
demanda	VERcjg	demander
pardon	NOMcom	pardon
au	PRE.DETdef	a
Roy	NOMcom	roi
qui	PROrel	que
lui	PROper	il
pardonna	VERcjg	pardonner
;	PONfbl	;
mais	CONcoo	mais
le	DETdef	le
Roy	NOMcom	roi
fist	VERcjg	faire
adont	ADVgen	adonc
faire	VERinf	faire
ung	DETndf	un
gros	ADJqua	gros
trelis	NOMcom	trelis
de	PRE	de
fer	NOMcom	fer
,	PONfbl	,
a	PRE	a
quoy	PROrel	quoi
l'en	PROind	loin
ne	ADVneg	ne
peult	VERcjg	pouvoir
approcher	VERinf	approcher
ladicte	DETcom	ladit
croix	NOMcom	croix
si	ADVgen	si
comme	CONsub	comme
l'en	PROind	loin
faisoit	VERcjg	faire
devant	ADVgen	devant
;	PONfbl	;
et	CONcoo	et
si	ADVgen	si
n'	ADVneg	ne
est	VERcjg	estre
ouvert	VERppe	ouvrir
icellui	DETdem	cil
trelis	NOMcom	trelis
s'	CONsub	se
il	PROimp	il
n'	ADVneg	ne
y	PROadv	y
a	VERcjg	avoir
aucun	PROind	aucun
de	PRE	de
par	PRE	par
le	DETdef	le
Roy	NOMcom	roi
.	PONfrt	.

Sy	ADVgen	si
aviens	VERcjg	avenir
avec	PRE	avec
nous	PROper	nous
ung	DETndf	un
escuier	NOMcom	escuier
du	PRE.DETdef	de.le
Roy	NOMcom	roi
qui	PROrel	que
icellui	DETdem	cil
trellis	NOMcom	trelis
nous	PROper	nous
fist	VERcjg	faire
ouvrir	VERinf	ouvrir
par	PRE	par
les	DETdef	le
freres	NOMcom	frère
.	PONfrt	.

Emmy	PRE	enmi
icelle	DETdem	cil
croix	NOMcom	croix
a	VERcjg	avoir
une	DETndf	un
petite	ADJqua	petit
croix	NOMcom	croix
empée	VERppe	emper
,	PONfbl	,
de	PRE	de
la	DETdef	le
vraye	ADJqua	vrai
croix	NOMcom	croix
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
Jhesu	NOMpro	Jésus
Crist	NOMpro	Christ
,	PONfbl	,
sur	PRE	sur
laquelle	DETrel	lequel
croisette	NOMcom	croisette
l'en	PROind	loin
fait	VERcjg	faire
certaines	DETind	certain
bulettes	NOMcom	boulette
qui	PROrel	que
portent	VERcjg	porter
moult	ADVgen	moult
grans	ADJqua	grand
vertus	NOMcom	vertu
par	PRE	par
mer	NOMcom	mer
et	CONcoo	et
par	PRE	par
terre	NOMcom	terre
.	PONfrt	.

Apprès	PRE	après
ce	PROdem	ce
nous	PROper	nous
partismes	VERcjg	partir
d'	PRE	de
illec	ADVgen	illuec
environ	PRE	environ
heure	NOMcom	heure
de	PRE	de
midi	NOMcom	midi
,	PONfbl	,
et	CONcoo	et
alasmes	VERcjg	aler
au	PRE.DETdef	a
giste	NOMcom	giste
en	PRE	en
une	DETndf	un
ville	NOMcom	ville
que	PROrel	que
l'en	PROind	loin
appelle	VERcjg	appeler
Nissa	NOMpro	Nyssa
.	PONfrt	.

Illec	ADVgen	illuec
geusmes	VERcjg	jesir
en	PRE	en
une	DETndf	un
maison	NOMcom	maison
qui	PROrel	que
est	VERcjg	estre
au	PRE.DETdef	a
roy	NOMcom	roi
.	PONfrt	.

Le	DETdef	le
mardi	NOMcom	mardi
ensuivant	VERppa	ensuivre
,	PONfbl	,
.IIIJe	PROcar	quatre
.	PONfrt	.

jour	NOMcom	jour
de	PRE	de
janvier	NOMcom	janvier
,	PONfbl	,
environ	PRE	environ
heure	NOMcom	heure
de	PRE	de
midi	NOMcom	midi
,	PONfbl	,
entrasmes	VERcjg	entrer
en	PRE	en
la	DETdef	le
cité	NOMcom	cité
de	PRE	de
Nicossie	NOMpro	Nicossie
,	PONfbl	,
laquelle	PROrel	lequel
est	VERcjg	estre
tresbonne	ADJqua	tresbon
et	CONcoo	et
belle	ADJqua	beau
cité	NOMcom	cité
et	CONcoo	et
grande	ADJqua	grand
:	PONfbl	:
et	CONcoo	et
en	PRE	en
icelle	DETdem	cil
cité	NOMcom	cité
demeure	VERcjg	demeurer
le	DETdef	le
roy	NOMcom	roi
de	PRE	de
Chippre	NOMpro	Chippre
plus	ADVgen	plus
souvent	ADVgen	souvent
que	CONsub	que
en	PRE	en
nulle	DETind	nul
autre	ADJind	autre
bonne	ADJqua	bon
ville	NOMcom	ville
ne	CONcoo	ne
forteresse	NOMcom	forteresse
de	PRE	de
son	DETpos	son
pays	NOMcom	pays
.	PONfrt	.

Le	DETdef	le
roy	NOMcom	roi
de	PRE	de
Chippre	NOMpro	Chippre
estoit	VERcjg	estre
assès	ADVgen	assez
bel	ADJqua	bel
homme	NOMcom	homme
et	CONcoo	et
enlangagiez	VERppe	enlangagier
assés	ADVgen	assez
bon	ADJqua	bon
françois	NOMcom	français
;	PONfbl	;
sy	ADVgen	si
fist	VERcjg	faire
moult	ADVgen	moult
grant	ADJqua	grant
chiere	NOMcom	chiere
,	PONfbl	,
et	CONcoo	et
demonstra	VERcjg	démontrer
grant	ADJqua	grant
signe	NOMcom	signe
d'	PRE	de
amour	NOMcom	amour
aux	PRE.DETdef	à.le
pelerins	NOMcom	pèlerin
.	PONfrt	.

Car	CONcoo	car
,	PONfbl	,
ainsi	ADVgen	ainsi
come	CONsub	come
dit	VERppe	dire
est	VERcjg	estre
devant	ADVgen	devant
,	PONfbl	,
tantost	ADVgen	tantôt
qu'	CONsub	que
il	PROper	il
sceut	VERcjg	savoir
que	CONsub	que
nous	PROper	nous
fusmes	VERcjg	estre
arrivez	VERppe	arriver
a	PRE	a
Limeso	NOMpro	Limesou
et	CONcoo	et
que	CONsub	que
nous	PROper	nous
aviens	VERcjg	avenir
desir	NOMcom	désir
de	PRE	de
le	PROper	il
veoir	VERinf	vëoir
,	PONfbl	,
il	PROper	il
nous	PROper	nous
envoya	VERcjg	envoyer
chevaulx	NOMcom	cheval
et	CONcoo	et
sommiers	NOMcom	sommier
pour	PRE	pour
aller	VERinf	aller
a	PRE	a
Nicossie	NOMpro	Nicossie
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
assavoir	VERinf	assavoir
aux	PRE.DETdef	à.le
Freres	NOMcom	frère
mineurs	ADJqua	mineur
cordelliers	NOMcom	cordeillier
;	PONfbl	;
et	CONcoo	et
leans	ADVgen	léans
nous	PROper	nous
fist	VERcjg	faire
il	PROper	il
apporter	VERinf	apporter
des	PRE.DETdef	de.le
propres	ADJqua	propre
litz	NOMcom	lit
de	PRE	de
son	DETpos	son
hostel	NOMcom	hôtel
;	PONfbl	;
c'	PROdem	ce
est	VERcjg	estre
assavoir	VERinf	assavoir
des	PRE.DETdef	de.le
materas	NOMcom	matiere
de	PRE	de
laine	NOMcom	laine
pour	PRE	pour
gesir	VERinf	gésir
sus	ADVgen	sus
et	CONcoo	et
des	PRE.DETdef	de.le
tappiz	NOMcom	tapiz
pour	PRE	pour
mettre	VERinf	mettre
entour	PRE	entour
nos	DETpos	notre
chambres	NOMcom	chambre
.	PONfrt	.

Le	DETdef	le
mercredi	NOMcom	mercredi
,	PONfbl	,
.Ve	PROcar	cinq
.	PONfrt	.

jour	NOMcom	jour
de	PRE	de
janvier	NOMcom	janvier
,	PONfbl	,
lequel	PROrel	lequel
estoit	VERcjg	estre
le	DETdef	le
soir	NOMcom	soir
des	PRE.DETdef	de.le
Roys	NOMcom	roi
,	PONfbl	,
le	DETdef	le
roi	NOMcom	roi
de	PRE	de
Chippre	NOMpro	Chippre
nous	PROper	nous
envoya	VERcjg	envoyer
a	PRE	a
tous	DETind	tous
les	DETdef	le
pelerins	NOMcom	pèlerin
ensemble	ADVgen	ensemble
de	PRE	de
present	NOMcom	présent
cent	DETcar	cent
pieces	NOMcom	pièce
de	PRE	de
poulailles	NOMcom	poulaille
,	PONfbl	,
vint	DETcar	vingt
moutons	NOMcom	mouton
,	PONfbl	,
deux	DETcar	deux
beufz	NOMcom	bot
,	PONfbl	,
quatre	DETcar	quatre
ordrix	NOMcom	ordril
plaines	ADJqua	plein
de	PRE	de
tres	ADVgen	très
bon	ADJqua	bon
vin	NOMcom	vin
vermeil	ADJqua	vermeil
,	PONfbl	,
et	CONcoo	et
quatre	DETcar	quatre
chievres	NOMcom	chievre
plaines	ADJqua	plein
de	PRE	de
tresbon	ADJqua	tresbon
vin	NOMcom	vin
de	PRE	de
Marboa	NOMpro	Marboan
,	PONfbl	,
et	CONcoo	et
tresgrant	ADJqua	tresgrant
plenté	NOMcom	plenté
de	PRE	de
tresbon	ADJqua	tresbon
pain	NOMcom	pain
blanc	ADJqua	blanc
.	PONfrt	.

Le	DETdef	le
dimenche	NOMcom	dimanche
ensuivant	VERppa	ensuivre
,	PONfbl	,
.IXe	PROcar	neuf
.	PONfrt	.

jour	NOMcom	jour
de	PRE	de
janvier	NOMcom	janvier
,	PONfbl	,
nous	PROper	nous
renvoya	VERcjg	renvoyer
le	DETdef	le
roy	NOMcom	roi
presens	ADJqua	présent
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
assavoir	VERinf	assavoir
cent	DETcar	cent
perdriz	NOMcom	perdriz
,	PONfbl	,
.LX	PROcar	quarante
.	PONfrt	.

lievres	NOMcom	lievre
et	CONcoo	et
.V	DETcar	cinc
.	PONfrt	.

moustons	NOMcom	mouton
sauvages	ADJqua	sauvage
qui	PROrel	que
estoit	VERcjg	estre
moult	ADVgen	moult
belle	ADJqua	beau
chose	NOMcom	chose
a	PRE	a
veoir	VERinf	vëoir
.	PONfrt	.

C'	PROdem	ce
estoit	VERcjg	estre
ung	DETndf	un
prince	NOMcom	prince
qui	PROrel	que
moult	ADVgen	moult
amoit	VERcjg	amer
la	DETdef	le
chasse	NOMcom	chasse
,	PONfbl	,
et	CONcoo	et
avoit	VERcjg	avoir
une	DETndf	un
petite	ADJqua	petit
beste	NOMcom	beste
non	ADVneg	non
mye	ADVneg	mie
si	ADVgen	si
grande	ADJqua	grand
comme	CONsub	comme
ung	DETndf	un
regnart	NOMcom	regnard
.	PONfrt	.

Icelle	DETdem	cil
beste	NOMcom	beste
est	VERcjg	estre
appellée	VERppe	appeler
“	PONpga	“
carable	ADJqua	charrable
”	PONpdr	”
,	PONfbl	,
et	CONcoo	et
n'	ADVneg	ne
y	PROadv	y
a	VERcjg	avoir
beste	NOMcom	beste
sauvage	ADJqua	sauvage
que	PROrel	que
icelle	DETdem	cil
petite	ADJqua	petit
beste	NOMcom	beste
ne	ADVneg	ne
preigne	VERcjg	prendre
,	PONfbl	,
espicialment	ADVgen	espicialement
des	PRE.DETdef	de.le
bestes	NOMcom	beste
dessusdictes	ADJqua	dessusdit
.	PONfrt	.

Au	PRE.DETdef	a
surplus	NOMcom	surplus
le	DETdef	le
roy	NOMcom	roi
nous	PROper	nous
fist	VERcjg	faire
tresbonne	ADJqua	tresbon
chiere	NOMcom	chiere
,	PONfbl	,
et	CONcoo	et
nous	PROper	nous
envoya	VERcjg	envoyer
de	PRE	de
ses	DETpos	son
plus	ADVgen	plus
beaux	ADJqua	beau
courciers	NOMcom	courcier
pour	PRE	pour
aler	VERinf	aler
a	PRE	a
sa	DETpos	son
court	NOMcom	cour
devers	PRE	devers
luy	PROper	lui
.	PONfrt	.

Et	CONcoo	et
quant	CONsub	cant
nous	PROper	nous
fusmes	VERcjg	estre
tous	PROind	tous
venus	VERppe	venir
devers	PRE	devers
luy	PROper	lui
,	PONfbl	,
il	PROper	il
nous	PROper	nous
receut	VERcjg	recevoir
moult	ADVgen	moult
grandement	ADVgen	grandement
a	PRE	a
lie	ADJqua	lié
chere	NOMcom	chère
,	PONfbl	,
et	CONcoo	et
quant	CONsub	cant
il	PROper	il
ot	VERcjg	avoir
une	DETndf	un
piece	NOMcom	piece
parlé	VERppe	parler
a	PRE	a
nous	PROper	nous
il	PROper	il
manda	VERcjg	mander
a	PRE	a
la	DETdef	le
royne	NOMcom	reine
qu'	CONsub	que
elle	PROper	elle
venist	VERcjg	venir
en	PRE	en
sale	NOMcom	sale
.	PONfrt	.

Adont	ADVgen	adonc
vint	VERcjg	venir
la	DETdef	le
royne	NOMcom	reine
en	PRE	en
la	DETdef	le
sale	NOMcom	sale
moult	ADVgen	moult
noblement	ADVgen	noblement
et	CONcoo	et
gracieusement	ADVgen	gracieusement
acompagnée	VERppe	accompagner
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
assavoir	VERinf	assavoir
de	PRE	de
quatre	PROcar	catre
de	PRE	de
ses	DETpos	son
filz	NOMcom	fil
et	CONcoo	et
de	PRE	de
cinq	PROcar	cinq
de	PRE	de
ses	DETpos	son
filles	NOMcom	fille
,	PONfbl	,
de	PRE	de
chevaliers	NOMcom	chevalier
,	PONfbl	,
de	PRE	de
seigneurs	NOMcom	seigneur
et	CONcoo	et
de	PRE	de
dames	NOMcom	dame
et	CONcoo	et
de	PRE	de
damoiselles	NOMcom	damoiselle
,	PONfbl	,
et	CONcoo	et
nous	PROper	nous
salua	VERcjg	salüer
tous	PROind	tous
moult	ADVgen	moult
gracieusement	ADVgen	gracieusement
.	PONfrt	.

La	DETdef	le
royne	NOMcom	reine
de	PRE	de
Chippre	NOMpro	Chippre
estoit	VERcjg	estre
adont	ADVgen	adonc
moult	ADVgen	moult
honorablement	ADVgen	honorablement
parée	VERppe	parer
,	PONfbl	,
et	CONcoo	et
avoit	VERcjg	avoir
ung	DETndf	un
moult	ADVgen	moult
noble	ADJqua	noble
et	CONcoo	et
riche	ADJqua	riche
chappel	NOMcom	chapel
d'	PRE	de
or	NOMcom	or
,	PONfbl	,
de	PRE	de
pierres	NOMcom	piere
et	CONcoo	et
de	PRE	de
perles	NOMcom	perle
sur	PRE	sur
son	DETpos	son
chief	NOMcom	chief
.	PONfrt	.

Ses	DETpos	son
quatre	ADJcar	quatre
filz	NOMcom	fil
estoient	VERcjg	être
moult	ADVgen	moult
gracieusement	ADVgen	gracieusement
atournez	VERppe	atourner
et	CONcoo	et
habituez	VERppe	habiter
.	PONfrt	.

Les	DETdef	le
cinq	ADJcar	cinq
filles	NOMcom	fille
estoient	VERcjg	être
bien	ADVgen	bien
ordonnées	VERppe	ordonner
,	PONfbl	,
et	CONcoo	et
avoient	VERcjg	avoir
chascune	PROind	chascun
ung	DETndf	un
chappel	NOMcom	chapel
d'	PRE	de
or	NOMcom	or
,	PONfbl	,
de	PRE	de
pierres	NOMcom	piere
et	CONcoo	et
de	PRE	de
perles	NOMcom	perle
sur	PRE	sur
leurs	DETpos	leur
testes	NOMcom	tête
.	PONfrt	.

Apprès	ADVgen	après
s'	PROper	soi
en	PROadv	en
retourna	VERcjg	retourner
la	DETdef	le
royne	NOMcom	reine
et	CONcoo	et
salua	VERcjg	salüer
tous	DETind	tous
les	DETdef	le
pelerins	NOMcom	pèlerin
au	PRE.DETdef	a
departir	VERinf	departir
.	PONfrt	.

Et	CONcoo	et
apprès	PRE	après
ce	PROdem	ce
nous	PROper	nous
mena	VERcjg	mener
le	DETdef	le
roy	NOMcom	roi
esbattre	VERinf	esbatre
aux	PRE.DETdef	à.le
champs	NOMcom	champ
en	PRE	en
gibier	NOMcom	gibier
,	PONfbl	,
et	CONcoo	et
puis	ADVgen	puis
retournasmes	VERcjg	retourner
en	PRE	en
nostre	DETpos	notre
logis	NOMcom	logi
au	PRE.DETdef	a
giste	NOMcom	giste
.	PONfrt	.

Verité	NOMcom	verité
